// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 一旦寮に戻り、ジャージに着替える。
<0000> 一旦寮に戻り、ジャージに着替える。
//<0548> 微妙すぎるイケメン
<0548> 微妙すぎるイケメン

//<0549> ロリコン
<0549> ロリコン

//<0550> メガネ仲間
<0550> メガネ仲間

//<0551> 暗算日本記録保持者
<0551> 暗算日本記録保持者

//<0552> 通り魔
<0552> 通り魔

//<0553> 記憶ナシ男
<0553> 記憶ナシ男

//<0554> 音速
<0554> 音速

//<0555> 無限
<0555> 無限

//<0556> エロ侍
<0556> エロ侍

//<0557> エロエロ団ナンバー１
<0557> エロエロ団ナンバー１

//<0558> ただのエロ少年
<0558> ただのエロ少年

//<0559> ユリブサイク
<0559> ユリブサイク

//<0560> ドピュッシー
<0560> ドピュッシー

//<0561> アメリカンエロドッグ
<0561> アメリカンエロドッグ

//<0562> ゼウス
<0562> ゼウス

//<0563> 日向markⅡ
<0563> 日向markⅡ

//<0564> 糞虫
<0564> 糞虫

//<0565> 量産型日向
<0565> 量産型日向

//<0566> ？？
<0566> ？？

//<0567> （あれ？）
<0567> （あれ？）

//<0568> 音無
<0568> 音無

//<0569> クソ坊主
<0569> クソ坊主

//<0570> 代理人
<0570> 代理人

//<0571> 微妙すぎるイケメン
<0571> 微妙すぎるイケメン

//<0572> ロリコン
<0572> ロリコン

//<0573> メガネ仲間
<0573> メガネ仲間

//<0574> 暗算日本記録保持者
<0574> 暗算日本記録保持者

//<0575> 通り魔
<0575> 通り魔

//<0576> 記憶ナシ男
<0576> 記憶ナシ男

//<0577> 音速
<0577> 音速

//<0578> 無限
<0578> 無限

//<0579> エロ侍
<0579> エロ侍

//<0580> エロエロ団ナンバー１
<0580> エロエロ団ナンバー１

//<0581> ただのエロ少年
<0581> ただのエロ少年

//<0582> ユリブサイク
<0582> ユリブサイク

//<0583> ドピュッシー
<0583> ドピュッシー

//<0584> アメリカンエロドッグ
<0584> アメリカンエロドッグ

//<0585> ゼウス
<0585> ゼウス

//<0586> 日向markⅡ
<0586> 日向markⅡ

//<0587> 糞虫
<0587> 糞虫

//<0588> 量産型日向
<0588> 量産型日向

//<0589> ？？
<0589> ？？

//<0590> 「はっ…！　はっ…！」
<0590> 「はっ…！　はっ…！」

//<0591> 五周もしたところで、息が上がってきた。
<0591> 五周もしたところで、息が上がってきた。

//<0592> 日向の背中が離れていく…。
<0592> 日向の背中が離れていく…。

//<0593> それに気づいて日向が戻ってくる。
<0593> それに気づいて日向が戻ってくる。

//<0594> nothing
<0594> nothing

//<0595> nothing
<0595> nothing

//<0596> nothing
<0596> nothing

//<0597> nothing
<0597> nothing

//<0598> nothing
<0598> nothing

//<0599> 日向
<0599> 日向

//<0600> 男Ｂ
<0600> 男Ｂ

//<0601> エロエロ団総帥
<0601> エロエロ団総帥

//<0602> イケチン
<0602> イケチン

//<0603> ホモ太
<0603> ホモ太

//<0604> ひなチン
<0604> ひなチン

//<0605> 秀樹
<0605> 秀樹

//<0606> 男子生徒
<0606> 男子生徒

//<0607> ？？
<0607> ？？

//<0608> 「もう、お前は休んでろ。俺はまだまだ走るから」
<0608> 「もう、お前は休んでろ。俺はまだまだ走るから」

//<0609> 音無
<0609> 音無

//<0610> クソ坊主
<0610> クソ坊主

//<0611> 代理人
<0611> 代理人

//<0612> 微妙すぎるイケメン
<0612> 微妙すぎるイケメン

//<0613> ロリコン
<0613> ロリコン

//<0614> メガネ仲間
<0614> メガネ仲間

//<0615> 暗算日本記録保持者
<0615> 暗算日本記録保持者

//<0616> 通り魔
<0616> 通り魔

//<0617> 記憶ナシ男
<0617> 記憶ナシ男

//<0618> 音速
<0618> 音速

//<0619> 無限
<0619> 無限

//<0620> エロ侍
<0620> エロ侍

//<0621> エロエロ団ナンバー１
<0621> エロエロ団ナンバー１

//<0622> ただのエロ少年
<0622> ただのエロ少年

//<0623> ユリブサイク
<0623> ユリブサイク

//<0624> ドピュッシー
<0624> ドピュッシー

//<0625> アメリカンエロドッグ
<0625> アメリカンエロドッグ

//<0626> ゼウス
<0626> ゼウス

//<0627> 日向markⅡ
<0627> 日向markⅡ

//<0628> 糞虫
<0628> 糞虫

//<0629> 量産型日向
<0629> 量産型日向

//<0630> ？？
<0630> ？？

//<0631> 「ああ…」
<0631> 「ああ…」

//<0632> nothing
<0632> nothing

//<0633> nothing
<0633> nothing

//<0634> nothing
<0634> nothing

//<0635> nothing
<0635> nothing

//<0636> nothing
<0636> nothing

//<0637> nothing
<0637> nothing

//<0638> 音無
<0638> 音無

//<0639> クソ坊主
<0639> クソ坊主

//<0640> 代理人
<0640> 代理人

//<0641> 微妙すぎるイケメン
<0641> 微妙すぎるイケメン

//<0642> ロリコン
<0642> ロリコン

//<0643> メガネ仲間
<0643> メガネ仲間

//<0644> 暗算日本記録保持者
<0644> 暗算日本記録保持者

//<0645> 通り魔
<0645> 通り魔

//<0646> 記憶ナシ男
<0646> 記憶ナシ男

//<0647> 音速
<0647> 音速

//<0648> 無限
<0648> 無限

//<0649> エロ侍
<0649> エロ侍

//<0650> エロエロ団ナンバー１
<0650> エロエロ団ナンバー１

//<0651> ただのエロ少年
<0651> ただのエロ少年

//<0652> ユリブサイク
<0652> ユリブサイク

//<0653> ドピュッシー
<0653> ドピュッシー

//<0654> アメリカンエロドッグ
<0654> アメリカンエロドッグ

//<0655> ゼウス
<0655> ゼウス

//<0656> 日向markⅡ
<0656> 日向markⅡ

//<0657> 糞虫
<0657> 糞虫

//<0658> 量産型日向
<0658> 量産型日向

//<0659> ？？
<0659> ？？

//<0660> （この体力の無さ…どんな生前だったんだ…）
<0660> （この体力の無さ…どんな生前だったんだ…）

//<0661> 日向が走り終えた。
<0661> 日向が走り終えた。

//<0662> nothing
<0662> nothing

//<0663> nothing
<0663> nothing

//<0664> nothing
<0664> nothing

//<0665> nothing
<0665> nothing

//<0666> nothing
<0666> nothing

//<0667> 日向
<0667> 日向

//<0668> 男Ｂ
<0668> 男Ｂ

//<0669> エロエロ団総帥
<0669> エロエロ団総帥

//<0670> イケチン
<0670> イケチン

//<0671> ホモ太
<0671> ホモ太

//<0672> ひなチン
<0672> ひなチン

//<0673> 秀樹
<0673> 秀樹

//<0674> 男子生徒
<0674> 男子生徒

//<0675> ？？
<0675> ？？

//<0676> 「十分休めただろ？」
<0676> 「十分休めただろ？」

//<0677> 音無
<0677> 音無

//<0678> クソ坊主
<0678> クソ坊主

//<0679> 代理人
<0679> 代理人

//<0680> 微妙すぎるイケメン
<0680> 微妙すぎるイケメン

//<0681> ロリコン
<0681> ロリコン

//<0682> メガネ仲間
<0682> メガネ仲間

//<0683> 暗算日本記録保持者
<0683> 暗算日本記録保持者

//<0684> 通り魔
<0684> 通り魔

//<0685> 記憶ナシ男
<0685> 記憶ナシ男

//<0686> 音速
<0686> 音速

//<0687> 無限
<0687> 無限

//<0688> エロ侍
<0688> エロ侍

//<0689> エロエロ団ナンバー１
<0689> エロエロ団ナンバー１

//<0690> ただのエロ少年
<0690> ただのエロ少年

//<0691> ユリブサイク
<0691> ユリブサイク

//<0692> ドピュッシー
<0692> ドピュッシー

//<0693> アメリカンエロドッグ
<0693> アメリカンエロドッグ

//<0694> ゼウス
<0694> ゼウス

//<0695> 日向markⅡ
<0695> 日向markⅡ

//<0696> 糞虫
<0696> 糞虫

//<0697> 量産型日向
<0697> 量産型日向

//<0698> ？？
<0698> ？？

//<0699> 「ああ」
<0699> 「ああ」

//<0700> nothing
<0700> nothing

//<0701> nothing
<0701> nothing

//<0702> nothing
<0702> nothing

//<0703> nothing
<0703> nothing

//<0704> nothing
<0704> nothing

//<0705> 日向
<0705> 日向

//<0706> 男Ｂ
<0706> 男Ｂ

//<0707> エロエロ団総帥
<0707> エロエロ団総帥

//<0708> イケチン
<0708> イケチン

//<0709> ホモ太
<0709> ホモ太

//<0710> ひなチン
<0710> ひなチン

//<0711> 秀樹
<0711> 秀樹

//<0712> 男子生徒
<0712> 男子生徒

//<0713> ？？
<0713> ？？

//<0714> 「よし、次は筋トレいくかー。やっぱふたり居ると便利だぜ」
<0714> 「よし、次は筋トレいくかー。やっぱふたり居ると便利だぜ」

//<0715> 音無
<0715> 音無

//<0716> クソ坊主
<0716> クソ坊主

//<0717> 代理人
<0717> 代理人

//<0718> 微妙すぎるイケメン
<0718> 微妙すぎるイケメン

//<0719> ロリコン
<0719> ロリコン

//<0720> メガネ仲間
<0720> メガネ仲間

//<0721> 暗算日本記録保持者
<0721> 暗算日本記録保持者

//<0722> 通り魔
<0722> 通り魔

//<0723> 記憶ナシ男
<0723> 記憶ナシ男

//<0724> 音速
<0724> 音速

//<0725> 無限
<0725> 無限

//<0726> エロ侍
<0726> エロ侍

//<0727> エロエロ団ナンバー１
<0727> エロエロ団ナンバー１

//<0728> ただのエロ少年
<0728> ただのエロ少年

//<0729> ユリブサイク
<0729> ユリブサイク

//<0730> ドピュッシー
<0730> ドピュッシー

//<0731> アメリカンエロドッグ
<0731> アメリカンエロドッグ

//<0732> ゼウス
<0732> ゼウス

//<0733> 日向markⅡ
<0733> 日向markⅡ

//<0734> 糞虫
<0734> 糞虫

//<0735> 量産型日向
<0735> 量産型日向

//<0736> ？？
<0736> ？？

//<0737> 「どうして？」
<0737> 「どうして？」

//<0738> nothing
<0738> nothing

//<0739> nothing
<0739> nothing

//<0740> nothing
<0740> nothing

//<0741> nothing
<0741> nothing

//<0742> nothing
<0742> nothing

//<0743> 日向
<0743> 日向

//<0744> 男Ｂ
<0744> 男Ｂ

//<0745> エロエロ団総帥
<0745> エロエロ団総帥

//<0746> イケチン
<0746> イケチン

//<0747> ホモ太
<0747> ホモ太

//<0748> ひなチン
<0748> ひなチン

//<0749> 秀樹
<0749> 秀樹

//<0750> 男子生徒
<0750> 男子生徒

//<0751> ？？
<0751> ？？

//<0752> 「腹筋、背筋をする時、お互い足を押さえられるじゃないか」
<0752> 「腹筋、背筋をする時、お互い足を押さえられるじゃないか」

//<0753> 音無
<0753> 音無

//<0754> クソ坊主
<0754> クソ坊主

//<0755> 代理人
<0755> 代理人

//<0756> 微妙すぎるイケメン
<0756> 微妙すぎるイケメン

//<0757> ロリコン
<0757> ロリコン

//<0758> メガネ仲間
<0758> メガネ仲間

//<0759> 暗算日本記録保持者
<0759> 暗算日本記録保持者

//<0760> 通り魔
<0760> 通り魔

//<0761> 記憶ナシ男
<0761> 記憶ナシ男

//<0762> 音速
<0762> 音速

//<0763> 無限
<0763> 無限

//<0764> エロ侍
<0764> エロ侍

//<0765> エロエロ団ナンバー１
<0765> エロエロ団ナンバー１

//<0766> ただのエロ少年
<0766> ただのエロ少年

//<0767> ユリブサイク
<0767> ユリブサイク

//<0768> ドピュッシー
<0768> ドピュッシー

//<0769> アメリカンエロドッグ
<0769> アメリカンエロドッグ

//<0770> ゼウス
<0770> ゼウス

//<0771> 日向markⅡ
<0771> 日向markⅡ

//<0772> 糞虫
<0772> 糞虫

//<0773> 量産型日向
<0773> 量産型日向

//<0774> ？？
<0774> ？？

//<0775> 「確かに…」
<0775> 「確かに…」

//<0776> nothing
<0776> nothing

//<0777> nothing
<0777> nothing

//<0778> nothing
<0778> nothing

//<0779> nothing
<0779> nothing

//<0780> nothing
<0780> nothing

//<0781> 日向
<0781> 日向

//<0782> 男Ｂ
<0782> 男Ｂ

//<0783> エロエロ団総帥
<0783> エロエロ団総帥

//<0784> イケチン
<0784> イケチン

//<0785> ホモ太
<0785> ホモ太

//<0786> ひなチン
<0786> ひなチン

//<0787> 秀樹
<0787> 秀樹

//<0788> 男子生徒
<0788> 男子生徒

//<0789> ？？
<0789> ？？

//<0790> 「よし、まずお前が先に俺の足を押さえてくれ」
<0790> 「よし、まずお前が先に俺の足を押さえてくれ」

//<0791> nothing
<0791> nothing

//<0792> nothing
<0792> nothing

//<0793> nothing
<0793> nothing

//<0794> nothing
<0794> nothing

//<0795> nothing
<0795> nothing

//<0796> nothing
<0796> nothing

//<0797> そう言って、日向が仰向きに寝る。
<0797> そう言って、日向が仰向きに寝る。

//<0798> その両足首を押さえる。
<0798> その両足首を押さえる。

//<0799> 日向
<0799> 日向

//<0800> 男Ｂ
<0800> 男Ｂ

//<0801> エロエロ団総帥
<0801> エロエロ団総帥

//<0802> イケチン
<0802> イケチン

//<0803> ホモ太
<0803> ホモ太

//<0804> ひなチン
<0804> ひなチン

//<0805> 秀樹
<0805> 秀樹

//<0806> 男子生徒
<0806> 男子生徒

//<0807> ？？
<0807> ？？

//<0808> 「いっち！　にっ！」
<0808> 「いっち！　にっ！」

//<0809> 日向の腹筋が始まる。
<0809> 日向の腹筋が始まる。

//<0810> 日向
<0810> 日向

//<0811> 男Ｂ
<0811> 男Ｂ

//<0812> エロエロ団総帥
<0812> エロエロ団総帥

//<0813> イケチン
<0813> イケチン

//<0814> ホモ太
<0814> ホモ太

//<0815> ひなチン
<0815> ひなチン

//<0816> 秀樹
<0816> 秀樹

//<0817> 男子生徒
<0817> 男子生徒

//<0818> ？？
<0818> ？？

//<0819> 「百！　はーっ、お仕舞い！」
<0819> 「百！　はーっ、お仕舞い！」

//<0820> nothing
<0820> nothing

//<0821> nothing
<0821> nothing

//<0822> nothing
<0822> nothing

//<0823> nothing
<0823> nothing

//<0824> nothing
<0824> nothing

//<0825> 音無
<0825> 音無

//<0826> クソ坊主
<0826> クソ坊主

//<0827> 代理人
<0827> 代理人

//<0828> 微妙すぎるイケメン
<0828> 微妙すぎるイケメン

//<0829> ロリコン
<0829> ロリコン

//<0830> メガネ仲間
<0830> メガネ仲間

//<0831> 暗算日本記録保持者
<0831> 暗算日本記録保持者

//<0832> 通り魔
<0832> 通り魔

//<0833> 記憶ナシ男
<0833> 記憶ナシ男

//<0834> 音速
<0834> 音速

//<0835> 無限
<0835> 無限

//<0836> エロ侍
<0836> エロ侍

//<0837> エロエロ団ナンバー１
<0837> エロエロ団ナンバー１

//<0838> ただのエロ少年
<0838> ただのエロ少年

//<0839> ユリブサイク
<0839> ユリブサイク

//<0840> ドピュッシー
<0840> ドピュッシー

//<0841> アメリカンエロドッグ
<0841> アメリカンエロドッグ

//<0842> ゼウス
<0842> ゼウス

//<0843> 日向markⅡ
<0843> 日向markⅡ

//<0844> 糞虫
<0844> 糞虫

//<0845> 量産型日向
<0845> 量産型日向

//<0846> ？？
<0846> ？？

//<0847> 「お前すげーな…」
<0847> 「お前すげーな…」

//<0848> nothing
<0848> nothing

//<0849> nothing
<0849> nothing

//<0850> nothing
<0850> nothing

//<0851> nothing
<0851> nothing

//<0852> nothing
<0852> nothing

//<0853> 日向
<0853> 日向

//<0854> 男Ｂ
<0854> 男Ｂ

//<0855> エロエロ団総帥
<0855> エロエロ団総帥

//<0856> イケチン
<0856> イケチン

//<0857> ホモ太
<0857> ホモ太

//<0858> ひなチン
<0858> ひなチン

//<0859> 秀樹
<0859> 秀樹

//<0860> 男子生徒
<0860> 男子生徒

//<0861> ？？
<0861> ？？

//<0862> 「戦線のメンバーやってたら、これぐらいなんてことなくなるよ」
<0862> 「戦線のメンバーやってたら、これぐらいなんてことなくなるよ」

//<0863> 音無
<0863> 音無

//<0864> クソ坊主
<0864> クソ坊主

//<0865> 代理人
<0865> 代理人

//<0866> 微妙すぎるイケメン
<0866> 微妙すぎるイケメン

//<0867> ロリコン
<0867> ロリコン

//<0868> メガネ仲間
<0868> メガネ仲間

//<0869> 暗算日本記録保持者
<0869> 暗算日本記録保持者

//<0870> 通り魔
<0870> 通り魔

//<0871> 記憶ナシ男
<0871> 記憶ナシ男

//<0872> 音速
<0872> 音速

//<0873> 無限
<0873> 無限

//<0874> エロ侍
<0874> エロ侍

//<0875> エロエロ団ナンバー１
<0875> エロエロ団ナンバー１

//<0876> ただのエロ少年
<0876> ただのエロ少年

//<0877> ユリブサイク
<0877> ユリブサイク

//<0878> ドピュッシー
<0878> ドピュッシー

//<0879> アメリカンエロドッグ
<0879> アメリカンエロドッグ

//<0880> ゼウス
<0880> ゼウス

//<0881> 日向markⅡ
<0881> 日向markⅡ

//<0882> 糞虫
<0882> 糞虫

//<0883> 量産型日向
<0883> 量産型日向

//<0884> ？？
<0884> ？？

//<0885> 「それだけ筋力が必要だということか…」
<0885> 「それだけ筋力が必要だということか…」

//<0886> nothing
<0886> nothing

//<0887> nothing
<0887> nothing

//<0888> nothing
<0888> nothing

//<0889> nothing
<0889> nothing

//<0890> nothing
<0890> nothing

//<0891> 日向
<0891> 日向

//<0892> 男Ｂ
<0892> 男Ｂ

//<0893> エロエロ団総帥
<0893> エロエロ団総帥

//<0894> イケチン
<0894> イケチン

//<0895> ホモ太
<0895> ホモ太

//<0896> ひなチン
<0896> ひなチン

//<0897> 秀樹
<0897> 秀樹

//<0898> 男子生徒
<0898> 男子生徒

//<0899> ？？
<0899> ？？

//<0900> 「基本銃撃戦だが、銃を撃つためには、筋力も必要となってくる」
<0900> 「基本銃撃戦だが、銃を撃つためには、筋力も必要となってくる」

//<0901> nothing
<0901> nothing

//<0902> nothing
<0902> nothing

//<0903> nothing
<0903> nothing

//<0904> nothing
<0904> nothing

//<0905> nothing
<0905> nothing

//<0906> 日向
<0906> 日向

//<0907> 男Ｂ
<0907> 男Ｂ

//<0908> エロエロ団総帥
<0908> エロエロ団総帥

//<0909> イケチン
<0909> イケチン

//<0910> ホモ太
<0910> ホモ太

//<0911> ひなチン
<0911> ひなチン

//<0912> 秀樹
<0912> 秀樹

//<0913> 男子生徒
<0913> 男子生徒

//<0914> ？？
<0914> ？？

//<0915> 「それ以外に、突発で発動するオペレーションでもな。鍛えておくにこしたことはない」
<0915> 「それ以外に、突発で発動するオペレーションでもな。鍛えておくにこしたことはない」

//<0916> nothing
<0916> nothing

//<0917> nothing
<0917> nothing

//<0918> nothing
<0918> nothing

//<0919> nothing
<0919> nothing

//<0920> nothing
<0920> nothing

//<0921> 日向
<0921> 日向

//<0922> 男Ｂ
<0922> 男Ｂ

//<0923> エロエロ団総帥
<0923> エロエロ団総帥
