// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 日向
//<0565> 「何があっても決してこれを落とさない、いわば集中力の鍛錬だ」
<0565> 「何があっても決してこれを落とさない、いわば集中力の鍛錬だ」

//<0566> 高橋
<0566> 高橋

//<0567> 「す、すごいですっ！！　そこまで自分を追い込むとは…その姿勢、見習わなくちゃ！」
<0567> 「す、すごいですっ！！　そこまで自分を追い込むとは…その姿勢、見習わなくちゃ！」

//<0568> どうやらこの子は椎名に心底心酔しているようだ…。
<0568> どうやらこの子は椎名に心底心酔しているようだ…。

//<0569> nothing
<0569> nothing

//<0570> nothing
<0570> nothing

//<0571> nothing
<0571> nothing

//<0572> nothing
<0572> nothing

//<0573> nothing
<0573> nothing

//<0574> nothing
<0574> nothing

//<0575> 体育館はネットを挟んで、バスケとバレーの試合が並行して行われていて、熱気に包まれ、大変賑わっていた。
<0575> 体育館はネットを挟んで、バスケとバレーの試合が並行して行われていて、熱気に包まれ、大変賑わっていた。

//<0576> 俺たちは、コート脇に陣取りしばらく見学することに。
<0576> 俺たちは、コート脇に陣取りしばらく見学することに。

//<0577> nothing
<0577> nothing

//<0578> nothing
<0578> nothing

//<0579> nothing
<0579> nothing

//<0580> nothing
<0580> nothing

//<0581> nothing
<0581> nothing

//<0582> 日向
<0582> 日向

//<0583> 男Ｂ
<0583> 男Ｂ

//<0584> エロエロ団総帥
<0584> エロエロ団総帥

//<0585> イケチン
<0585> イケチン

//<0586> ホモ太
<0586> ホモ太

//<0587> ひなチン
<0587> ひなチン

//<0588> 秀樹
<0588> 秀樹

//<0589> 男子生徒
<0589> 男子生徒

//<0590> ？？
<0590> ？？

//<0591> 「ほら、ああやってボールを床にバウンドし続けていれば、どのように動いてもいい。ただ、手に取ってから再開したら反則になる」
<0591> 「ほら、ああやってボールを床にバウンドし続けていれば、どのように動いてもいい。ただ、手に取ってから再開したら反則になる」

//<0592> nothing
<0592> nothing

//<0593> nothing
<0593> nothing

//<0594> nothing
<0594> nothing

//<0595> nothing
<0595> nothing

//<0596> nothing
<0596> nothing

//<0597> 日向
<0597> 日向

//<0598> 男Ｂ
<0598> 男Ｂ

//<0599> エロエロ団総帥
<0599> エロエロ団総帥

//<0600> イケチン
<0600> イケチン

//<0601> ホモ太
<0601> ホモ太

//<0602> ひなチン
<0602> ひなチン

//<0603> 秀樹
<0603> 秀樹

//<0604> 男子生徒
<0604> 男子生徒

//<0605> ？？
<0605> ？？

//<0606> 「相手に囲まれたら、別の味方にボールを投げろ。それがパスだ」
<0606> 「相手に囲まれたら、別の味方にボールを投げろ。それがパスだ」

//<0607> nothing
<0607> nothing

//<0608> nothing
<0608> nothing

//<0609> nothing
<0609> nothing

//<0610> nothing
<0610> nothing

//<0611> nothing
<0611> nothing

//<0612> 日向
<0612> 日向

//<0613> 男Ｂ
<0613> 男Ｂ

//<0614> エロエロ団総帥
<0614> エロエロ団総帥

//<0615> イケチン
<0615> イケチン

//<0616> ホモ太
<0616> ホモ太

//<0617> ひなチン
<0617> ひなチン

//<0618> 秀樹
<0618> 秀樹

//<0619> 男子生徒
<0619> 男子生徒

//<0620> ？？
<0620> ？？

//<0621> 「今のはレイアップシュート。ああやってゴールにボールを入れると、２点がもらえる」
<0621> 「今のはレイアップシュート。ああやってゴールにボールを入れると、２点がもらえる」

//<0622> nothing
<0622> nothing

//<0623> nothing
<0623> nothing

//<0624> nothing
<0624> nothing

//<0625> nothing
<0625> nothing

//<0626> nothing
<0626> nothing

//<0627> 日向
<0627> 日向

//<0628> 男Ｂ
<0628> 男Ｂ

//<0629> エロエロ団総帥
<0629> エロエロ団総帥

//<0630> イケチン
<0630> イケチン

//<0631> ホモ太
<0631> ホモ太

//<0632> ひなチン
<0632> ひなチン

//<0633> 秀樹
<0633> 秀樹

//<0634> 男子生徒
<0634> 男子生徒

//<0635> ？？
<0635> ？？

//<0636> 「ただボールを持って、三歩以上歩くと反則になるから気をつけろ」
<0636> 「ただボールを持って、三歩以上歩くと反則になるから気をつけろ」

//<0637> nothing
<0637> nothing

//<0638> nothing
<0638> nothing

//<0639> nothing
<0639> nothing

//<0640> nothing
<0640> nothing

//<0641> nothing
<0641> nothing

//<0642> 日向
<0642> 日向

//<0643> 男Ｂ
<0643> 男Ｂ

//<0644> エロエロ団総帥
<0644> エロエロ団総帥

//<0645> イケチン
<0645> イケチン

//<0646> ホモ太
<0646> ホモ太

//<0647> ひなチン
<0647> ひなチン

//<0648> 秀樹
<0648> 秀樹

//<0649> 男子生徒
<0649> 男子生徒

//<0650> ？？
<0650> ？？

//<0651> 「あの白線の半円の外からボールを投げてゴールを決めると、３点がもらえる。が、まあ、ほとんど入らないだろうから、とにかくゴール下に居る椎名にボールを集めろ」
<0651> 「あの白線の半円の外からボールを投げてゴールを決めると、３点がもらえる。が、まあ、ほとんど入らないだろうから、とにかくゴール下に居る椎名にボールを集めろ」

//<0652> nothing
<0652> nothing

//<0653> nothing
<0653> nothing

//<0654> nothing
<0654> nothing

//<0655> nothing
<0655> nothing

//<0656> nothing
<0656> nothing

//<0657> 日向
<0657> 日向

//<0658> 男Ｂ
<0658> 男Ｂ

//<0659> エロエロ団総帥
<0659> エロエロ団総帥

//<0660> イケチン
<0660> イケチン

//<0661> ホモ太
<0661> ホモ太

//<0662> ひなチン
<0662> ひなチン

//<0663> 秀樹
<0663> 秀樹

//<0664> 男子生徒
<0664> 男子生徒

//<0665> ？？
<0665> ？？

//<0666> 「ただ、３秒ルールといって、ゴール下のあの台形の中に３秒以上居るとそれも反則になるから、椎名っち、お前は出入りを繰り返せ」
<0666> 「ただ、３秒ルールといって、ゴール下のあの台形の中に３秒以上居るとそれも反則になるから、椎名っち、お前は出入りを繰り返せ」

//<0667> 椎名
<0667> 椎名

//<0668> 「わかった」
<0668> 「わかった」

//<0669> nothing
<0669> nothing

//<0670> nothing
<0670> nothing

//<0671> nothing
<0671> nothing

//<0672> nothing
<0672> nothing

//<0673> nothing
<0673> nothing

//<0674> 音無
<0674> 音無

//<0675> クソ坊主
<0675> クソ坊主

//<0676> 代理人
<0676> 代理人

//<0677> 微妙すぎるイケメン
<0677> 微妙すぎるイケメン

//<0678> ロリコン
<0678> ロリコン

//<0679> メガネ仲間
<0679> メガネ仲間

//<0680> 暗算日本記録保持者
<0680> 暗算日本記録保持者

//<0681> 通り魔
<0681> 通り魔

//<0682> 記憶ナシ男
<0682> 記憶ナシ男

//<0683> 音速
<0683> 音速

//<0684> 無限
<0684> 無限

//<0685> エロ侍
<0685> エロ侍

//<0686> エロエロ団ナンバー１
<0686> エロエロ団ナンバー１

//<0687> ただのエロ少年
<0687> ただのエロ少年

//<0688> ユリブサイク
<0688> ユリブサイク

//<0689> ドピュッシー
<0689> ドピュッシー

//<0690> アメリカンエロドッグ
<0690> アメリカンエロドッグ

//<0691> ゼウス
<0691> ゼウス

//<0692> 日向markⅡ
<0692> 日向markⅡ

//<0693> 糞虫
<0693> 糞虫

//<0694> 量産型日向
<0694> 量産型日向

//<0695> ？？
<0695> ？？

//<0696> 「速くてよくわからなかった…もう一回説明をしてくれ、イケチン」
<0696> 「速くてよくわからなかった…もう一回説明をしてくれ、イケチン」

//<0697> nothing
<0697> nothing

//<0698> nothing
<0698> nothing

//<0699> nothing
<0699> nothing

//<0700> nothing
<0700> nothing

//<0701> nothing
<0701> nothing

//<0702> 日向
<0702> 日向

//<0703> 男Ｂ
<0703> 男Ｂ

//<0704> エロエロ団総帥
<0704> エロエロ団総帥

//<0705> イケチン
<0705> イケチン

//<0706> ホモ太
<0706> ホモ太

//<0707> ひなチン
<0707> ひなチン

//<0708> 秀樹
<0708> 秀樹

//<0709> 男子生徒
<0709> 男子生徒

//<0710> ？？
<0710> ？？
{13f6b} 33 // 0710

//<0711> 「仕方ねぇな、まずドリブルは…って流すと思ったか！？」
<0711> 「仕方ねぇな、まずドリブルは…って流すと思ったか！？」

//<0712> nothing
<0712> nothing

//<0713> nothing
<0713> nothing

//<0714> nothing
<0714> nothing

//<0715> nothing
<0715> nothing

//<0716> nothing
<0716> nothing

//<0717> 音無
<0717> 音無

//<0718> クソ坊主
<0718> クソ坊主

//<0719> 代理人
<0719> 代理人

//<0720> 微妙すぎるイケメン
<0720> 微妙すぎるイケメン

//<0721> ロリコン
<0721> ロリコン

//<0722> メガネ仲間
<0722> メガネ仲間

//<0723> 暗算日本記録保持者
<0723> 暗算日本記録保持者

//<0724> 通り魔
<0724> 通り魔

//<0725> 記憶ナシ男
<0725> 記憶ナシ男

//<0726> 音速
<0726> 音速

//<0727> 無限
<0727> 無限

//<0728> エロ侍
<0728> エロ侍

//<0729> エロエロ団ナンバー１
<0729> エロエロ団ナンバー１

//<0730> ただのエロ少年
<0730> ただのエロ少年

//<0731> ユリブサイク
<0731> ユリブサイク

//<0732> ドピュッシー
<0732> ドピュッシー

//<0733> アメリカンエロドッグ
<0733> アメリカンエロドッグ

//<0734> ゼウス
<0734> ゼウス

//<0735> 日向markⅡ
<0735> 日向markⅡ

//<0736> 糞虫
<0736> 糞虫

//<0737> 量産型日向
<0737> 量産型日向

//<0738> ？？
<0738> ？？

//<0739> 「え…！？　まさか…俺はまた…」
<0739> 「え…！？　まさか…俺はまた…」

//<0740> nothing
<0740> nothing

//<0741> nothing
<0741> nothing

//<0742> nothing
<0742> nothing

//<0743> nothing
<0743> nothing

//<0744> nothing
<0744> nothing

//<0745> 日向
<0745> 日向

//<0746> 男Ｂ
<0746> 男Ｂ

//<0747> エロエロ団総帥
<0747> エロエロ団総帥

//<0748> イケチン
<0748> イケチン

//<0749> ホモ太
<0749> ホモ太

//<0750> ひなチン
<0750> ひなチン

//<0751> 秀樹
<0751> 秀樹

//<0752> 男子生徒
<0752> 男子生徒

//<0753> ？？
<0753> ？？

//<0754> 「自覚なかったのか！」
<0754> 「自覚なかったのか！」

//<0755> nothing
<0755> nothing

//<0756> nothing
<0756> nothing

//<0757> nothing
<0757> nothing

//<0758> nothing
<0758> nothing

//<0759> nothing
<0759> nothing

//<0760> 日向
<0760> 日向

//<0761> 男Ｂ
<0761> 男Ｂ

//<0762> エロエロ団総帥
<0762> エロエロ団総帥

//<0763> イケチン
<0763> イケチン

//<0764> ホモ太
<0764> ホモ太

//<0765> ひなチン
<0765> ひなチン

//<0766> 秀樹
<0766> 秀樹

//<0767> 男子生徒
<0767> 男子生徒

//<0768> ？？
<0768> ？？

//<0769> 「また言ったんだよ。俺のことをイケチンってな…」
<0769> 「また言ったんだよ。俺のことをイケチンってな…」

//<0770> なんてこった！！
<0770> なんてこった！！

//<0771> 音無
<0771> 音無

//<0772> クソ坊主
<0772> クソ坊主

//<0773> 代理人
<0773> 代理人

//<0774> 微妙すぎるイケメン
<0774> 微妙すぎるイケメン

//<0775> ロリコン
<0775> ロリコン

//<0776> メガネ仲間
<0776> メガネ仲間

//<0777> 暗算日本記録保持者
<0777> 暗算日本記録保持者

//<0778> 通り魔
<0778> 通り魔

//<0779> 記憶ナシ男
<0779> 記憶ナシ男

//<0780> 音速
<0780> 音速

//<0781> 無限
<0781> 無限

//<0782> エロ侍
<0782> エロ侍

//<0783> エロエロ団ナンバー１
<0783> エロエロ団ナンバー１

//<0784> ただのエロ少年
<0784> ただのエロ少年

//<0785> ユリブサイク
<0785> ユリブサイク

//<0786> ドピュッシー
<0786> ドピュッシー

//<0787> アメリカンエロドッグ
<0787> アメリカンエロドッグ

//<0788> ゼウス
<0788> ゼウス

//<0789> 日向markⅡ
<0789> 日向markⅡ

//<0790> 糞虫
<0790> 糞虫

//<0791> 量産型日向
<0791> 量産型日向

//<0792> ？？
<0792> ？？

//<0793> 「いや！　日向を噛んだだけだっ！」
<0793> 「いや！　日向を噛んだだけだっ！」

//<0794> nothing
<0794> nothing

//<0795> nothing
<0795> nothing

//<0796> nothing
<0796> nothing

//<0797> nothing
<0797> nothing

//<0798> nothing
<0798> nothing

//<0799> 日向
<0799> 日向

//<0800> 男Ｂ
<0800> 男Ｂ

//<0801> エロエロ団総帥
<0801> エロエロ団総帥

//<0802> イケチン
<0802> イケチン

//<0803> ホモ太
<0803> ホモ太

//<0804> ひなチン
<0804> ひなチン

//<0805> 秀樹
<0805> 秀樹

//<0806> 男子生徒
<0806> 男子生徒

//<0807> ？？
<0807> ？？

//<0808> 「だから、そんな噛み方ありえるかよっ！」
<0808> 「だから、そんな噛み方ありえるかよっ！」

//<0809> nothing
<0809> nothing

//<0810> nothing
<0810> nothing

//<0811> nothing
<0811> nothing

//<0812> nothing
<0812> nothing

//<0813> nothing
<0813> nothing

//<0814> 日向
<0814> 日向

//<0815> 男Ｂ
<0815> 男Ｂ

//<0816> エロエロ団総帥
<0816> エロエロ団総帥

//<0817> イケチン
<0817> イケチン

//<0818> ホモ太
<0818> ホモ太

//<0819> ひなチン
<0819> ひなチン

//<0820> 秀樹
<0820> 秀樹

//<0821> 男子生徒
<0821> 男子生徒

//<0822> ？？
<0822> ？？

//<0823> 「そのイケチンって、なんなんだよっ！　答えろよっ！！」
<0823> 「そのイケチンって、なんなんだよっ！　答えろよっ！！」

//<0824> 修羅場だ…。
<0824> 修羅場だ…。

//<0825> 正直に答える
<0825> 正直に答える

//<0826> 嘘で逃れる
<0826> 嘘で逃れる

//<0827> selbtn : 
<0827> selbtn : 

//<0828> 音無
<0828> 音無

//<0829> クソ坊主
<0829> クソ坊主

//<0830> 代理人
<0830> 代理人

//<0831> 微妙すぎるイケメン
<0831> 微妙すぎるイケメン

//<0832> ロリコン
<0832> ロリコン

//<0833> メガネ仲間
<0833> メガネ仲間

//<0834> 暗算日本記録保持者
<0834> 暗算日本記録保持者

//<0835> 通り魔
<0835> 通り魔

//<0836> 記憶ナシ男
<0836> 記憶ナシ男

//<0837> 音速
<0837> 音速

//<0838> 無限
<0838> 無限

//<0839> エロ侍
<0839> エロ侍

//<0840> エロエロ団ナンバー１
<0840> エロエロ団ナンバー１

//<0841> ただのエロ少年
<0841> ただのエロ少年

//<0842> ユリブサイク
<0842> ユリブサイク

//<0843> ドピュッシー
<0843> ドピュッシー

//<0844> アメリカンエロドッグ
<0844> アメリカンエロドッグ

//<0845> ゼウス
<0845> ゼウス

//<0846> 日向markⅡ
<0846> 日向markⅡ

//<0847> 糞虫
<0847> 糞虫

//<0848> 量産型日向
<0848> 量産型日向

//<0849> ？？
<0849> ？？

//<0850> 「いや、だから日向を噛んだだけだ…」
<0850> 「いや、だから日向を噛んだだけだ…」

//<0851> nothing
<0851> nothing

//<0852> nothing
<0852> nothing

//<0853> nothing
<0853> nothing

//<0854> nothing
<0854> nothing

//<0855> nothing
<0855> nothing

//<0856> 日向
<0856> 日向

//<0857> 男Ｂ
<0857> 男Ｂ

//<0858> エロエロ団総帥
<0858> エロエロ団総帥

//<0859> イケチン
<0859> イケチン

//<0860> ホモ太
<0860> ホモ太

//<0861> ひなチン
<0861> ひなチン

//<0862> 秀樹
<0862> 秀樹

//<0863> 男子生徒
<0863> 男子生徒

//<0864> ？？
<0864> ？？

//<0865> 「いやいや、もうその言い訳は通じないぜぇー！？」
<0865> 「いやいや、もうその言い訳は通じないぜぇー！？」

//<0866> 音無
<0866> 音無

//<0867> クソ坊主
<0867> クソ坊主

//<0868> 代理人
<0868> 代理人

//<0869> 微妙すぎるイケメン
<0869> 微妙すぎるイケメン

//<0870> ロリコン
<0870> ロリコン

//<0871> メガネ仲間
<0871> メガネ仲間

//<0872> 暗算日本記録保持者
<0872> 暗算日本記録保持者

//<0873> 通り魔
<0873> 通り魔

//<0874> 記憶ナシ男
<0874> 記憶ナシ男

//<0875> 音速
<0875> 音速

//<0876> 無限
<0876> 無限

//<0877> エロ侍
<0877> エロ侍

//<0878> エロエロ団ナンバー１
<0878> エロエロ団ナンバー１

//<0879> ただのエロ少年
<0879> ただのエロ少年

//<0880> ユリブサイク
<0880> ユリブサイク

//<0881> ドピュッシー
<0881> ドピュッシー

//<0882> アメリカンエロドッグ
<0882> アメリカンエロドッグ

//<0883> ゼウス
<0883> ゼウス

//<0884> 日向markⅡ
<0884> 日向markⅡ

//<0885> 糞虫
<0885> 糞虫

//<0886> 量産型日向
<0886> 量産型日向

//<0887> ？？
<0887> ？？

//<0888> 「すまん…イケてるアソコって意味だ…」
<0888> 「すまん…イケてるアソコって意味だ…」

//<0889> nothing
<0889> nothing

//<0890> nothing
<0890> nothing

//<0891> nothing
<0891> nothing

//<0892> nothing
<0892> nothing

//<0893> nothing
<0893> nothing

//<0894> 日向
<0894> 日向

//<0895> 男Ｂ
<0895> 男Ｂ

//<0896> エロエロ団総帥
<0896> エロエロ団総帥

//<0897> イケチン
<0897> イケチン

//<0898> ホモ太
<0898> ホモ太

//<0899> ひなチン
<0899> ひなチン

//<0900> 秀樹
<0900> 秀樹

//<0901> 男子生徒
<0901> 男子生徒

//<0902> ？？
<0902> ？？

//<0903> 「見たのか」
<0903> 「見たのか」

//<0904> 音無
<0904> 音無

//<0905> クソ坊主
<0905> クソ坊主

//<0906> 代理人
<0906> 代理人

//<0907> 微妙すぎるイケメン
<0907> 微妙すぎるイケメン
