// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 昨日の作戦で、天使の部屋で見たものがずっと気になっていた。
<0000> 昨日の作戦で、天使の部屋で見たものがずっと気になっていた。
<2140> 「では、幹部として特訓に勤しみなさい」

//<2141> なんでこんなことを必死に伝えたんだろう…。自分にもよくわからない…。
<2141> なんでこんなことを必死に伝えたんだろう…。自分にもよくわからない…。

//<2142> nothing
<2142> nothing

//<2143> nothing
<2143> nothing

//<2144> nothing
<2144> nothing

//<2145> nothing
<2145> nothing

//<2146> nothing
<2146> nothing

//<2147> ゆり
<2147> ゆり

//<2148> 女生徒
<2148> 女生徒

//<2149> ？？
<2149> ？？

//<2150> 「あなたはまだまだ新米なんだから、幹部のみんなに追いつくぐらい、体力作りと銃の練習に努めなさい」
<2150> 「あなたはまだまだ新米なんだから、幹部のみんなに追いつくぐらい、体力作りと銃の練習に努めなさい」

//<2151> それ以上は何も話してくれないようだった。
<2151> それ以上は何も話してくれないようだった。

//<2152> 音無
<2152> 音無

//<2153> クソ坊主
<2153> クソ坊主

//<2154> 代理人
<2154> 代理人

//<2155> 微妙すぎるイケメン
<2155> 微妙すぎるイケメン

//<2156> ロリコン
<2156> ロリコン

//<2157> メガネ仲間
<2157> メガネ仲間

//<2158> 暗算日本記録保持者
<2158> 暗算日本記録保持者

//<2159> 通り魔
<2159> 通り魔

//<2160> 記憶ナシ男
<2160> 記憶ナシ男

//<2161> 音速
<2161> 音速

//<2162> 無限
<2162> 無限

//<2163> エロ侍
<2163> エロ侍

//<2164> エロエロ団ナンバー１
<2164> エロエロ団ナンバー１

//<2165> ただのエロ少年
<2165> ただのエロ少年

//<2166> ユリブサイク
<2166> ユリブサイク

//<2167> ドピュッシー
<2167> ドピュッシー

//<2168> アメリカンエロドッグ
<2168> アメリカンエロドッグ

//<2169> ゼウス
<2169> ゼウス

//<2170> 日向markⅡ
<2170> 日向markⅡ

//<2171> 糞虫
<2171> 糞虫

//<2172> 量産型日向
<2172> 量産型日向

//<2173> ？？
<2173> ？？

//<2174> 「パソコンのＡＩにより天使は動いていた。違うか？」
<2174> 「パソコンのＡＩにより天使は動いていた。違うか？」

//<2175> nothing
<2175> nothing

//<2176> nothing
<2176> nothing

//<2177> nothing
<2177> nothing

//<2178> nothing
<2178> nothing

//<2179> nothing
<2179> nothing

//<2180> ゆり
<2180> ゆり

//<2181> 女生徒
<2181> 女生徒

//<2182> ？？
<2182> ？？

//<2183> 「えぇー」
<2183> 「えぇー」

//<2184> 音無
<2184> 音無

//<2185> クソ坊主
<2185> クソ坊主

//<2186> 代理人
<2186> 代理人

//<2187> 微妙すぎるイケメン
<2187> 微妙すぎるイケメン

//<2188> ロリコン
<2188> ロリコン

//<2189> メガネ仲間
<2189> メガネ仲間

//<2190> 暗算日本記録保持者
<2190> 暗算日本記録保持者

//<2191> 通り魔
<2191> 通り魔

//<2192> 記憶ナシ男
<2192> 記憶ナシ男

//<2193> 音速
<2193> 音速

//<2194> 無限
<2194> 無限

//<2195> エロ侍
<2195> エロ侍

//<2196> エロエロ団ナンバー１
<2196> エロエロ団ナンバー１

//<2197> ただのエロ少年
<2197> ただのエロ少年

//<2198> ユリブサイク
<2198> ユリブサイク

//<2199> ドピュッシー
<2199> ドピュッシー

//<2200> アメリカンエロドッグ
<2200> アメリカンエロドッグ

//<2201> ゼウス
<2201> ゼウス

//<2202> 日向markⅡ
<2202> 日向markⅡ

//<2203> 糞虫
<2203> 糞虫

//<2204> 量産型日向
<2204> 量産型日向

//<2205> ？？
<2205> ？？

//<2206> 「なんだよ、正解なのか間違っているのか教えてくれよっ」
<2206> 「なんだよ、正解なのか間違っているのか教えてくれよっ」

//<2207> nothing
<2207> nothing

//<2208> nothing
<2208> nothing

//<2209> nothing
<2209> nothing

//<2210> nothing
<2210> nothing

//<2211> nothing
<2211> nothing

//<2212> ゆり
<2212> ゆり

//<2213> 女生徒
<2213> 女生徒

//<2214> ？？
<2214> ？？

//<2215> 「だとしたら、あたしも無能だったって、自己嫌悪に陥ってるところよ」
<2215> 「だとしたら、あたしも無能だったって、自己嫌悪に陥ってるところよ」

//<2216> 音無
<2216> 音無

//<2217> クソ坊主
<2217> クソ坊主

//<2218> 代理人
<2218> 代理人

//<2219> 微妙すぎるイケメン
<2219> 微妙すぎるイケメン

//<2220> ロリコン
<2220> ロリコン

//<2221> メガネ仲間
<2221> メガネ仲間

//<2222> 暗算日本記録保持者
<2222> 暗算日本記録保持者

//<2223> 通り魔
<2223> 通り魔

//<2224> 記憶ナシ男
<2224> 記憶ナシ男

//<2225> 音速
<2225> 音速

//<2226> 無限
<2226> 無限

//<2227> エロ侍
<2227> エロ侍

//<2228> エロエロ団ナンバー１
<2228> エロエロ団ナンバー１

//<2229> ただのエロ少年
<2229> ただのエロ少年

//<2230> ユリブサイク
<2230> ユリブサイク

//<2231> ドピュッシー
<2231> ドピュッシー

//<2232> アメリカンエロドッグ
<2232> アメリカンエロドッグ

//<2233> ゼウス
<2233> ゼウス

//<2234> 日向markⅡ
<2234> 日向markⅡ

//<2235> 糞虫
<2235> 糞虫

//<2236> 量産型日向
<2236> 量産型日向

//<2237> ？？
<2237> ？？

//<2238> 「そうはまったく見えないが？」
<2238> 「そうはまったく見えないが？」

//<2239> nothing
<2239> nothing

//<2240> nothing
<2240> nothing

//<2241> nothing
<2241> nothing

//<2242> nothing
<2242> nothing

//<2243> nothing
<2243> nothing

//<2244> ゆり
<2244> ゆり

//<2245> 女生徒
<2245> 女生徒

//<2246> ？？
<2246> ？？

//<2247> 「気にしないで」
<2247> 「気にしないで」

//<2248> nothing
<2248> nothing

//<2249> nothing
<2249> nothing

//<2250> nothing
<2250> nothing

//<2251> nothing
<2251> nothing

//<2252> nothing
<2252> nothing

//<2253> ゆり
<2253> ゆり

//<2254> 女生徒
<2254> 女生徒

//<2255> ？？
<2255> ？？

//<2256> 「さあ、こんなところで油売ってないで、訓練に励みなさい」
<2256> 「さあ、こんなところで油売ってないで、訓練に励みなさい」

//<2257> 音無
<2257> 音無

//<2258> クソ坊主
<2258> クソ坊主

//<2259> 代理人
<2259> 代理人

//<2260> 微妙すぎるイケメン
<2260> 微妙すぎるイケメン

//<2261> ロリコン
<2261> ロリコン

//<2262> メガネ仲間
<2262> メガネ仲間

//<2263> 暗算日本記録保持者
<2263> 暗算日本記録保持者

//<2264> 通り魔
<2264> 通り魔

//<2265> 記憶ナシ男
<2265> 記憶ナシ男

//<2266> 音速
<2266> 音速

//<2267> 無限
<2267> 無限

//<2268> エロ侍
<2268> エロ侍

//<2269> エロエロ団ナンバー１
<2269> エロエロ団ナンバー１

//<2270> ただのエロ少年
<2270> ただのエロ少年

//<2271> ユリブサイク
<2271> ユリブサイク

//<2272> ドピュッシー
<2272> ドピュッシー

//<2273> アメリカンエロドッグ
<2273> アメリカンエロドッグ

//<2274> ゼウス
<2274> ゼウス

//<2275> 日向markⅡ
<2275> 日向markⅡ

//<2276> 糞虫
<2276> 糞虫

//<2277> 量産型日向
<2277> 量産型日向

//<2278> ？？
<2278> ？？

//<2279> 「こっちこそ、えぇー！　だよっ！」
<2279> 「こっちこそ、えぇー！　だよっ！」

//<2280> どうやら、俺の考えとゆりの考えは違ったようだ。
<2280> どうやら、俺の考えとゆりの考えは違ったようだ。

//<2281> nothing
<2281> nothing

//<2282> nothing
<2282> nothing

//<2283> nothing
<2283> nothing

//<2284> nothing
<2284> nothing

//<2285> nothing
<2285> nothing

//<2286> ゆり
<2286> ゆり

//<2287> 女生徒
<2287> 女生徒

//<2288> ？？
<2288> ？？

//<2289> 「いいから、あなたはまだまだ新米なんだから、幹部のみんなに追いつくぐらい、体力作りと銃の練習に努めなさい」
<2289> 「いいから、あなたはまだまだ新米なんだから、幹部のみんなに追いつくぐらい、体力作りと銃の練習に努めなさい」

//<2290> それ以上は何も話してくれないようだった。
<2290> それ以上は何も話してくれないようだった。

//<2291> 音無
<2291> 音無

//<2292> クソ坊主
<2292> クソ坊主

//<2293> 代理人
<2293> 代理人

//<2294> 微妙すぎるイケメン
<2294> 微妙すぎるイケメン

//<2295> ロリコン
<2295> ロリコン

//<2296> メガネ仲間
<2296> メガネ仲間

//<2297> 暗算日本記録保持者
<2297> 暗算日本記録保持者

//<2298> 通り魔
<2298> 通り魔

//<2299> 記憶ナシ男
<2299> 記憶ナシ男

//<2300> 音速
<2300> 音速

//<2301> 無限
<2301> 無限

//<2302> エロ侍
<2302> エロ侍

//<2303> エロエロ団ナンバー１
<2303> エロエロ団ナンバー１

//<2304> ただのエロ少年
<2304> ただのエロ少年

//<2305> ユリブサイク
<2305> ユリブサイク

//<2306> ドピュッシー
<2306> ドピュッシー

//<2307> アメリカンエロドッグ
<2307> アメリカンエロドッグ

//<2308> ゼウス
<2308> ゼウス

//<2309> 日向markⅡ
<2309> 日向markⅡ

//<2310> 糞虫
<2310> 糞虫

//<2311> 量産型日向
<2311> 量産型日向

//<2312> ？？
<2312> ？？

//<2313> 「この世界は電脳世界だった。違うか？」
<2313> 「この世界は電脳世界だった。違うか？」

//<2314> nothing
<2314> nothing

//<2315> nothing
<2315> nothing

//<2316> nothing
<2316> nothing

//<2317> nothing
<2317> nothing

//<2318> nothing
<2318> nothing

//<2319> ゆり
<2319> ゆり

//<2320> 女生徒
<2320> 女生徒

//<2321> ？？
<2321> ？？

//<2322> 「ブーーーーーー！　ざんねーーーん！」
<2322> 「ブーーーーーー！　ざんねーーーん！」

//<2323> 音無
<2323> 音無

//<2324> クソ坊主
<2324> クソ坊主

//<2325> 代理人
<2325> 代理人

//<2326> 微妙すぎるイケメン
<2326> 微妙すぎるイケメン

//<2327> ロリコン
<2327> ロリコン

//<2328> メガネ仲間
<2328> メガネ仲間

//<2329> 暗算日本記録保持者
<2329> 暗算日本記録保持者

//<2330> 通り魔
<2330> 通り魔

//<2331> 記憶ナシ男
<2331> 記憶ナシ男

//<2332> 音速
<2332> 音速

//<2333> 無限
<2333> 無限

//<2334> エロ侍
<2334> エロ侍

//<2335> エロエロ団ナンバー１
<2335> エロエロ団ナンバー１

//<2336> ただのエロ少年
<2336> ただのエロ少年

//<2337> ユリブサイク
<2337> ユリブサイク

//<2338> ドピュッシー
<2338> ドピュッシー

//<2339> アメリカンエロドッグ
<2339> アメリカンエロドッグ

//<2340> ゼウス
<2340> ゼウス

//<2341> 日向markⅡ
<2341> 日向markⅡ

//<2342> 糞虫
<2342> 糞虫

//<2343> 量産型日向
<2343> 量産型日向

//<2344> ？？
<2344> ？？

//<2345> 「違うのか！？」
<2345> 「違うのか！？」

//<2346> nothing
<2346> nothing

//<2347> nothing
<2347> nothing

//<2348> nothing
<2348> nothing

//<2349> nothing
<2349> nothing

//<2350> nothing
<2350> nothing

//<2351> ゆり
<2351> ゆり

//<2352> 女生徒
<2352> 女生徒

//<2353> ？？
<2353> ？？

//<2354> 「だったら、この世界は何のためにあるの？」
<2354> 「だったら、この世界は何のためにあるの？」

//<2355> 音無
<2355> 音無

//<2356> クソ坊主
<2356> クソ坊主

//<2357> 代理人
<2357> 代理人

//<2358> 微妙すぎるイケメン
<2358> 微妙すぎるイケメン

//<2359> ロリコン
<2359> ロリコン

//<2360> メガネ仲間
<2360> メガネ仲間

//<2361> 暗算日本記録保持者
<2361> 暗算日本記録保持者

//<2362> 通り魔
<2362> 通り魔

//<2363> 記憶ナシ男
<2363> 記憶ナシ男

//<2364> 音速
<2364> 音速

//<2365> 無限
<2365> 無限

//<2366> エロ侍
<2366> エロ侍

//<2367> エロエロ団ナンバー１
<2367> エロエロ団ナンバー１

//<2368> ただのエロ少年
<2368> ただのエロ少年

//<2369> ユリブサイク
<2369> ユリブサイク

//<2370> ドピュッシー
<2370> ドピュッシー

//<2371> アメリカンエロドッグ
<2371> アメリカンエロドッグ

//<2372> ゼウス
<2372> ゼウス

//<2373> 日向markⅡ
<2373> 日向markⅡ

//<2374> 糞虫
<2374> 糞虫

//<2375> 量産型日向
<2375> 量産型日向

//<2376> ？？
<2376> ？？

//<2377> 「俺には記憶がないが、ものすごくリアルなバーチャルゲームに参加して、遊んでいる」
<2377> 「俺には記憶がないが、ものすごくリアルなバーチャルゲームに参加して、遊んでいる」

//<2378> nothing
<2378> nothing

//<2379> nothing
<2379> nothing

//<2380> nothing
<2380> nothing

//<2381> nothing
<2381> nothing

//<2382> nothing
<2382> nothing

//<2383> ゆり
<2383> ゆり

//<2384> 女生徒
<2384> 女生徒

//<2385> ？？
<2385> ？？

//<2386> 「だったら、すでにこの世界で三回ぐらい死んでるあなたの感想は？」
<2386> 「だったら、すでにこの世界で三回ぐらい死んでるあなたの感想は？」

//<2387> 死ぬほど痛かった
<2387> 死ぬほど痛かった

//<2388> 無痛
<2388> 無痛

//<2389> selbtn : 
<2389> selbtn : 

//<2390> 音無
<2390> 音無

//<2391> クソ坊主
<2391> クソ坊主

//<2392> 代理人
<2392> 代理人

//<2393> 微妙すぎるイケメン
<2393> 微妙すぎるイケメン

//<2394> ロリコン
<2394> ロリコン

//<2395> メガネ仲間
<2395> メガネ仲間

//<2396> 暗算日本記録保持者
<2396> 暗算日本記録保持者

//<2397> 通り魔
<2397> 通り魔

//<2398> 記憶ナシ男
<2398> 記憶ナシ男

//<2399> 音速
<2399> 音速

//<2400> 無限
<2400> 無限

//<2401> エロ侍
<2401> エロ侍

//<2402> エロエロ団ナンバー１
<2402> エロエロ団ナンバー１

//<2403> ただのエロ少年
<2403> ただのエロ少年

//<2404> ユリブサイク
<2404> ユリブサイク

//<2405> ドピュッシー
<2405> ドピュッシー

//<2406> アメリカンエロドッグ
<2406> アメリカンエロドッグ

//<2407> ゼウス
<2407> ゼウス

//<2408> 日向markⅡ
<2408> 日向markⅡ

//<2409> 糞虫
<2409> 糞虫

//<2410> 量産型日向
<2410> 量産型日向

//<2411> ？？
<2411> ？？

//<2412> 「死ぬほど痛かった…」
<2412> 「死ぬほど痛かった…」

//<2413> nothing
<2413> nothing

//<2414> nothing
<2414> nothing

//<2415> nothing
<2415> nothing

//<2416> nothing
<2416> nothing

//<2417> nothing
<2417> nothing

//<2418> ゆり
<2418> ゆり

//<2419> 女生徒
<2419> 女生徒

//<2420> ？？
<2420> ？？
{404ef} 33 // 2420

//<2421> 「でしょ。だからブーーー！　ざんねーーーん！」
<2421> 「でしょ。だからブーーー！　ざんねーーーん！」

//<2422> nothing
<2422> nothing

//<2423> nothing
<2423> nothing

//<2424> nothing
<2424> nothing

//<2425> nothing
<2425> nothing

//<2426> nothing
<2426> nothing

//<2427> nothing
<2427> nothing

//<2428> nothing
<2428> nothing

//<2429> nothing
<2429> nothing

//<2430> nothing
<2430> nothing

//<2431> nothing
<2431> nothing

//<2432> ゆり
<2432> ゆり

//<2433> 女生徒
<2433> 女生徒

//<2434> ？？
<2434> ？？

//<2435> 「ゲームだったらそんな仕様、あってはならないでしょ？」
<2435> 「ゲームだったらそんな仕様、あってはならないでしょ？」

//<2436> 音無
<2436> 音無

//<2437> クソ坊主
<2437> クソ坊主

//<2438> 代理人
<2438> 代理人

//<2439> 微妙すぎるイケメン
<2439> 微妙すぎるイケメン

//<2440> ロリコン
<2440> ロリコン

//<2441> メガネ仲間
<2441> メガネ仲間

//<2442> 暗算日本記録保持者
<2442> 暗算日本記録保持者

//<2443> 通り魔
<2443> 通り魔

//<2444> 記憶ナシ男
<2444> 記憶ナシ男

//<2445> 音速
<2445> 音速

//<2446> 無限
<2446> 無限

//<2447> エロ侍
<2447> エロ侍

//<2448> エロエロ団ナンバー１
<2448> エロエロ団ナンバー１

//<2449> ただのエロ少年
<2449> ただのエロ少年

//<2450> ユリブサイク
<2450> ユリブサイク

//<2451> ドピュッシー
<2451> ドピュッシー

//<2452> アメリカンエロドッグ
<2452> アメリカンエロドッグ

//<2453> ゼウス
<2453> ゼウス

//<2454> 日向markⅡ
<2454> 日向markⅡ

//<2455> 糞虫
<2455> 糞虫

//<2456> 量産型日向
<2456> 量産型日向

//<2457> ？？
<2457> ？？

//<2458> 「確かに…」
<2458> 「確かに…」

//<2459> nothing
<2459> nothing

//<2460> nothing
<2460> nothing

//<2461> nothing
<2461> nothing

//<2462> nothing
<2462> nothing

//<2463> nothing
<2463> nothing

//<2464> ゆり
<2464> ゆり

//<2465> 女生徒
<2465> 女生徒

//<2466> ？？
<2466> ？？

//<2467> 「あなたはまだまだ新米なんだから、幹部のみんなに追いつくぐらい、体力作りと銃の練習に努めなさい」
<2467> 「あなたはまだまだ新米なんだから、幹部のみんなに追いつくぐらい、体力作りと銃の練習に努めなさい」

//<2468> それ以上は何も話してくれないようだった。
<2468> それ以上は何も話してくれないようだった。

//<2469> 音無
<2469> 音無

//<2470> クソ坊主
<2470> クソ坊主

//<2471> 代理人
<2471> 代理人

//<2472> 微妙すぎるイケメン
<2472> 微妙すぎるイケメン

//<2473> ロリコン
<2473> ロリコン

//<2474> メガネ仲間
<2474> メガネ仲間

//<2475> 暗算日本記録保持者
<2475> 暗算日本記録保持者

//<2476> 通り魔
<2476> 通り魔

//<2477> 記憶ナシ男
<2477> 記憶ナシ男

//<2478> 音速
<2478> 音速

//<2479> 無限
<2479> 無限

//<2480> エロ侍
<2480> エロ侍

//<2481> エロエロ団ナンバー１
<2481> エロエロ団ナンバー１

//<2482> ただのエロ少年
<2482> ただのエロ少年

//<2483> ユリブサイク
<2483> ユリブサイク

//<2484> ドピュッシー
<2484> ドピュッシー

//<2485> アメリカンエロドッグ
<2485> アメリカンエロドッグ

//<2486> ゼウス
<2486> ゼウス

//<2487> 日向markⅡ
<2487> 日向markⅡ

//<2488> 糞虫
<2488> 糞虫

//<2489> 量産型日向
<2489> 量産型日向

//<2490> ？？
<2490> ？？

//<2491> 「無痛だったが？」
<2491> 「無痛だったが？」

//<2492> nothing
<2492> nothing

//<2493> nothing
<2493> nothing

//<2494> nothing
<2494> nothing

//<2495> nothing
<2495> nothing

//<2496> nothing
<2496> nothing

//<2497> ゆり
<2497> ゆり

//<2498> 女生徒
<2498> 女生徒

//<2499> ？？
<2499> ？？

//<2500> 「だったら、今からこれであなたの四肢を撃って試してみるけどいい？」
<2500> 「だったら、今からこれであなたの四肢を撃って試してみるけどいい？」

//<2501> ホルスターから銃を抜いて、こちらに向けられる。
<2501> ホルスターから銃を抜いて、こちらに向けられる。

//<2502> いい
<2502> いい

//<2503> 嘘だった
<2503> 嘘だった

//<2504> selbtn : 
<2504> selbtn : 

//<2505> 音無
<2505> 音無

//<2506> クソ坊主
<2506> クソ坊主

//<2507> 代理人
<2507> 代理人

//<2508> 微妙すぎるイケメン
<2508> 微妙すぎるイケメン

//<2509> ロリコン
<2509> ロリコン

//<2510> メガネ仲間
<2510> メガネ仲間

//<2511> 暗算日本記録保持者
<2511> 暗算日本記録保持者

//<2512> 通り魔
<2512> 通り魔

//<2513> 記憶ナシ男
<2513> 記憶ナシ男

//<2514> 音速
<2514> 音速

//<2515> 無限
<2515> 無限

//<2516> エロ侍
<2516> エロ侍

//<2517> エロエロ団ナンバー１
<2517> エロエロ団ナンバー１

//<2518> ただのエロ少年
<2518> ただのエロ少年

//<2519> ユリブサイク
<2519> ユリブサイク

//<2520> ドピュッシー
<2520> ドピュッシー

//<2521> アメリカンエロドッグ
<2521> アメリカンエロドッグ

//<2522> ゼウス
<2522> ゼウス

//<2523> 日向markⅡ
<2523> 日向markⅡ

//<2524> 糞虫
<2524> 糞虫

//<2525> 量産型日向
<2525> 量産型日向

//<2526> ？？
<2526> ？？

//<2527> 「いい」
<2527> 「いい」

//<2528> nothing
<2528> nothing

//<2529> nothing
<2529> nothing

//<2530> nothing
<2530> nothing

//<2531> nothing
<2531> nothing

//<2532> nothing
<2532> nothing

//<2533> ゆり
<2533> ゆり

//<2534> 女生徒
<2534> 女生徒

//<2535> ？？
<2535> ？？

//<2536> 「はぁ…なんでこんなことで銃弾を無駄にしなくちゃいけないんだか…」
<2536> 「はぁ…なんでこんなことで銃弾を無駄にしなくちゃいけないんだか…」

//<2537> nothing
<2537> nothing

//<2538> nothing
<2538> nothing

//<2539> nothing
<2539> nothing

//<2540> nothing
<2540> nothing

//<2541> nothing
<2541> nothing

//<2542> 銃口は俺の足に向けられていた。
<2542> 銃口は俺の足に向けられていた。

//<2543> 音無
<2543> 音無

//<2544> クソ坊主
<2544> クソ坊主

//<2545> 代理人
<2545> 代理人

//<2546> 微妙すぎるイケメン
<2546> 微妙すぎるイケメン

//<2547> ロリコン
<2547> ロリコン

//<2548> メガネ仲間
<2548> メガネ仲間

//<2549> 暗算日本記録保持者
<2549> 暗算日本記録保持者

//<2550> 通り魔
<2550> 通り魔

//<2551> 記憶ナシ男
<2551> 記憶ナシ男

//<2552> 音速
<2552> 音速

//<2553> 無限
<2553> 無限

//<2554> エロ侍
<2554> エロ侍

//<2555> エロエロ団ナンバー１
<2555> エロエロ団ナンバー１

//<2556> ただのエロ少年
<2556> ただのエロ少年

//<2557> ユリブサイク
<2557> ユリブサイク

//<2558> ドピュッシー
<2558> ドピュッシー

//<2559> アメリカンエロドッグ
<2559> アメリカンエロドッグ

//<2560> ゼウス
<2560> ゼウス

//<2561> 日向markⅡ
<2561> 日向markⅡ

//<2562> 糞虫
<2562> 糞虫

//<2563> 量産型日向
<2563> 量産型日向

//<2564> ？？
<2564> ？？

//<2565> 「待ってくれ…！」
<2565> 「待ってくれ…！」

//<2566> nothing
<2566> nothing

//<2567> nothing
<2567> nothing

//<2568> nothing
<2568> nothing

//<2569> nothing
<2569> nothing

//<2570> nothing
<2570> nothing

//<2571> nothing
<2571> nothing

//<2572> se_handgun2
<2572> se_handgun2

//<2573> None
<2573> None

//<2574> 問答無用。銃声が響いていた。
<2574> 問答無用。銃声が響いていた。

//<2575> 右足の太ももに激痛が走る。
<2575> 右足の太ももに激痛が走る。

//<2576> 音無
<2576> 音無

//<2577> クソ坊主
<2577> クソ坊主

//<2578> 代理人
<2578> 代理人

//<2579> 微妙すぎるイケメン
<2579> 微妙すぎるイケメン

//<2580> ロリコン
<2580> ロリコン

//<2581> メガネ仲間
<2581> メガネ仲間

//<2582> 暗算日本記録保持者
<2582> 暗算日本記録保持者

//<2583> 通り魔
<2583> 通り魔

//<2584> 記憶ナシ男
<2584> 記憶ナシ男

//<2585> 音速
<2585> 音速

//<2586> 無限
<2586> 無限

//<2587> エロ侍
<2587> エロ侍

//<2588> エロエロ団ナンバー１
<2588> エロエロ団ナンバー１

//<2589> ただのエロ少年
<2589> ただのエロ少年

//<2590> ユリブサイク
<2590> ユリブサイク

//<2591> ドピュッシー
<2591> ドピュッシー

//<2592> アメリカンエロドッグ
<2592> アメリカンエロドッグ

//<2593> ゼウス
<2593> ゼウス

//<2594> 日向markⅡ
<2594> 日向markⅡ

//<2595> 糞虫
<2595> 糞虫

//<2596> 量産型日向
<2596> 量産型日向

//<2597> ？？
<2597> ？？

//<2598> 「うあぁぁ！！」
<2598> 「うあぁぁ！！」

//<2599> あまりの痛みに、立っていられなくなり、床に倒れもだえ続ける。
<2599> あまりの痛みに、立っていられなくなり、床に倒れもだえ続ける。

//<2600> 音無
<2600> 音無

//<2601> クソ坊主
<2601> クソ坊主

//<2602> 代理人
<2602> 代理人

//<2603> 微妙すぎるイケメン
<2603> 微妙すぎるイケメン

//<2604> ロリコン
<2604> ロリコン

//<2605> メガネ仲間
<2605> メガネ仲間

//<2606> 暗算日本記録保持者
<2606> 暗算日本記録保持者

//<2607> 通り魔
<2607> 通り魔

//<2608> 記憶ナシ男
<2608> 記憶ナシ男

//<2609> 音速
<2609> 音速

//<2610> 無限
<2610> 無限

//<2611> エロ侍
<2611> エロ侍

//<2612> エロエロ団ナンバー１
<2612> エロエロ団ナンバー１

//<2613> ただのエロ少年
<2613> ただのエロ少年

//<2614> ユリブサイク
<2614> ユリブサイク

//<2615> ドピュッシー
<2615> ドピュッシー

//<2616> アメリカンエロドッグ
<2616> アメリカンエロドッグ

//<2617> ゼウス
<2617> ゼウス

//<2618> 日向markⅡ
<2618> 日向markⅡ

//<2619> 糞虫
<2619> 糞虫

//<2620> 量産型日向
<2620> 量産型日向

//<2621> ？？
<2621> ？？

//<2622> 「痛ぇぇーーーー！！」
<2622> 「痛ぇぇーーーー！！」

//<2623> nothing
<2623> nothing

//<2624> nothing
<2624> nothing

//<2625> nothing
<2625> nothing

//<2626> nothing
<2626> nothing

//<2627> nothing
<2627> nothing

//<2628> ゆり
<2628> ゆり

//<2629> 女生徒
<2629> 女生徒

//<2630> ？？
<2630> ？？

//<2631> 「無痛なんでしょ、はい立ち上がって。次はもう一方の足を撃つから」
<2631> 「無痛なんでしょ、はい立ち上がって。次はもう一方の足を撃つから」

//<2632> 音無
<2632> 音無

//<2633> クソ坊主
<2633> クソ坊主

//<2634> 代理人
<2634> 代理人

//<2635> 微妙すぎるイケメン
<2635> 微妙すぎるイケメン

//<2636> ロリコン
<2636> ロリコン

//<2637> メガネ仲間
<2637> メガネ仲間

//<2638> 暗算日本記録保持者
<2638> 暗算日本記録保持者

//<2639> 通り魔
<2639> 通り魔

//<2640> 記憶ナシ男
<2640> 記憶ナシ男

//<2641> 音速
<2641> 音速

//<2642> 無限
<2642> 無限

//<2643> エロ侍
<2643> エロ侍

//<2644> エロエロ団ナンバー１
<2644> エロエロ団ナンバー１

//<2645> ただのエロ少年
<2645> ただのエロ少年

//<2646> ユリブサイク
<2646> ユリブサイク

//<2647> ドピュッシー
<2647> ドピュッシー

//<2648> アメリカンエロドッグ
<2648> アメリカンエロドッグ

//<2649> ゼウス
<2649> ゼウス

//<2650> 日向markⅡ
<2650> 日向markⅡ

//<2651> 糞虫
<2651> 糞虫

//<2652> 量産型日向
<2652> 量産型日向

//<2653> ？？
<2653> ？？

//<2654> 「すまん、嘘だ…！！　勘弁してくれ！！」
<2654> 「すまん、嘘だ…！！　勘弁してくれ！！」

//<2655> nothing
<2655> nothing

//<2656> nothing
<2656> nothing

//<2657> nothing
<2657> nothing

//<2658> nothing
<2658> nothing

//<2659> nothing
<2659> nothing

//<2660> ゆり
<2660> ゆり

//<2661> 女生徒
<2661> 女生徒

//<2662> ？？
<2662> ？？

//<2663> 「でしょうね。お大事に」
<2663> 「でしょうね。お大事に」

//<2664> それ以上は何も話してくれないようだった。
<2664> それ以上は何も話してくれないようだった。

//<2665> nothing
<2665> nothing

//<2666> nothing
<2666> nothing

//<2667> nothing
<2667> nothing

//<2668> nothing
<2668> nothing

//<2669> nothing
<2669> nothing

//<2670> ゆり
<2670> ゆり

//<2671> 女生徒
<2671> 女生徒

//<2672> ？？
<2672> ？？

//<2673> 「ったく、こんなところで油売ってないで、訓練に励みなさい」
<2673> 「ったく、こんなところで油売ってないで、訓練に励みなさい」

